,Year,LocationAbbr,Location,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
211410,2013,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among high school students,Number,Median,0.7,,,0.3,1.6,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW5_1,MEDIAN,OVERALL,OVR
211422,2015,PR,Puerto Rico,mPINC,"Nutrition, Physical Activity, and Weight Status",Mean maternity practices in infant nutrition care (mPINC) score,Number,Mean,69.0,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW17_0,MEAN,OVERALL,OVR
211491,2018,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,44.9,,,44.0,45.8,Gender,Female,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,GENDER,GENF
211535,2013,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines among high school students,%,Crude Prevalence,18.1,,,16.1,20.2,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW11_4,CRDPREV,OVERALL,OVR
211559,2014,PR,Puerto Rico,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,72.8,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,OLD,OLD4_0,CRDPREV,OVERALL,OVR
211568,2013,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,%,Crude Prevalence,8.3,,,6.5,10.5,Gender,Female,POINT (-66.590149 18.220833),72,NPAW,NPAW1_2,CRDPREV,GENDER,GENF
211578,2018,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.5,,,16.8,48.1,Race/Ethnicity,"White, non-Hispanic",POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,RACE,WHT
211735,2014,PR,Puerto Rico,National Immunization Survey,"Nutrition, Physical Activity, and Weight Status",Infants breastfed at 6 months,%,Crude Prevalence,38.1,,,33.2,43.2,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW15_0,CRDPREV,OVERALL,OVR
211765,2012,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,46.6,,,45.8,47.4,Gender,Female,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,GENDER,GENF
211817,2010,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,41.8,,,37.1,46.5,Race/Ethnicity,"White, non-Hispanic",POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,RACE,WHT
211893,2017,PR,Puerto Rico,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,25.6,,,23.3,28.0,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC1_1,CRDPREV,GENDER,GENF
211909,2012,PR,Puerto Rico,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,65.7,,,,,Gender,Male,POINT (-66.590149 18.220833),72,OLD,OLD4_0,CRDPREV,GENDER,GENM
212014,2018,PR,Puerto Rico,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",Live births occurring at Baby Friendly Facilities,%,Percent,1.1,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW18_0,PRCT,OVERALL,OVR
212107,2015,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,46.1,,,45.4,46.8,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,OVERALL,OVR
212147,2014,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,52.4,,,51.3,53.5,Gender,Female,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENF
212164,2012,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,51.3,,,50.4,52.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,RACE,HIS
212180,2013,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,86.6,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC2_1,CRDPREV,OVERALL,OVR
212211,2017,PR,Puerto Rico,PRAMS,Reproductive Health,Postpartum checkup,%,Crude Prevalence,63.9,,,60.0,67.7,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,RPH,RPH2_0,CRDPREV,RACE,HIS
212214,2018,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,91.0,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC2_1,CRDPREV,OVERALL,OVR
212300,2017,PR,Puerto Rico,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,22.2,,,17.3,28.0,Gender,Male,POINT (-66.590149 18.220833),72,ALC,ALC1_1,CRDPREV,GENDER,GENM
212380,2014,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,25.1,,,19.0,31.2,Race/Ethnicity,"White, non-Hispanic",POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,RACE,WHT
212394,2010,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,47.9,,,46.4,49.4,Gender,Male,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENM
212397,2011,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,81.2,,,,,Gender,Male,POINT (-66.590149 18.220833),72,OVC,OVC2_1,CRDPREV,GENDER,GENM
212402,2010,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.1,,,23.4,52.8,Race/Ethnicity,"White, non-Hispanic",POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,RACE,WHT
212498,2017,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,90.2,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC2_1,CRDPREV,OVERALL,OVR
212519,2014,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.2,,,19.7,40.7,Race/Ethnicity,"White, non-Hispanic",POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,RACE,WHT
212556,2017,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among high school students,%,Crude Prevalence,25.2,,,23.0,27.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW2_2,CRDPREV,RACE,HIS
212664,2010,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,55.3,,,54.1,56.5,Gender,Female,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENF
212718,2016,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,45.2,,,44.3,46.1,Gender,Female,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,GENDER,GENF
212772,2015,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among high school students,%,Crude Prevalence,66.5,,,62.9,69.9,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW3_2,CRDPREV,OVERALL,OVR
212781,2013,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Participation in daily school physical education classes among high school students,%,Crude Prevalence,37.3,,,29.5,45.8,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW12_1,CRDPREV,RACE,HIS
212829,2011,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,45.6,,,44.9,46.3,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,OVERALL,OVR
212837,2019,PR,Puerto Rico,ANRF,Tobacco,"Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars",%,Percent,100.0,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,TOB,TOB6_0,PRCT,OVERALL,OVR
212932,2010,PR,Puerto Rico,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,73.5,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,OLD,OLD4_0,CRDPREV,OVERALL,OVR
212956,2015,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,%,Crude Prevalence,11.6,,,9.2,14.4,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW1_2,CRDPREV,GENDER,GENM
213028,2017,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Computer use among high school students,%,Crude Prevalence,31.7,,,25.4,38.8,Gender,Female,POINT (-66.590149 18.220833),72,NPAW,NPAW21_0,CRDPREV,GENDER,GENF
213085,2015,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,47.7,,,47.0,48.4,Gender,Female,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,GENDER,GENF
213113,2015,PR,Puerto Rico,YRBSS,Alcohol,Binge drinking prevalence among youth,%,Crude Prevalence,11.0,,,9.1,13.2,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC2_1,CRDPREV,OVERALL,OVR
213117,2013,PR,Puerto Rico,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,73.1,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,OLD,OLD4_0,CRDPREV,OVERALL,OVR
213155,2017,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,51.2,,,49.7,52.7,Gender,Female,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENF
213163,2016,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,43.5,,,42.7,44.3,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,OVERALL,OVR
213166,2017,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Computer use among high school students,%,Crude Prevalence,33.6,,,28.6,39.1,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW21_0,CRDPREV,OVERALL,OVR
213184,2016,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,89.8,,,,,Gender,Male,POINT (-66.590149 18.220833),72,OVC,OVC2_1,CRDPREV,GENDER,GENM
213230,2012,PR,Puerto Rico,ACS 5-Year Estimates,Overarching Conditions,Gini Index of income inequality,,Number,0.55,,,0.55,0.55,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC9_0,NMBR,OVERALL,OVR
213306,2015,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,52.4,,,51.2,53.5,Gender,Female,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENF
213336,2011,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,55.2,,,54.0,56.5,Gender,Female,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENF
213621,2011,PR,Puerto Rico,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,65.8,,,,,Gender,Male,POINT (-66.590149 18.220833),72,OLD,OLD4_0,CRDPREV,GENDER,GENM
213717,2013,PR,Puerto Rico,"HRSA, UDS",Oral Health,Oral health services at Federally Qualified Health Centers,%,Crude Prevalence,10.7,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,ORH,ORH3_0,CRDPREV,OVERALL,OVR
213745,2017,PR,Puerto Rico,PRAMS,Alcohol,Alcohol use before pregnancy,%,Crude Prevalence,37.1,,,33.4,40.9,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC1_2,CRDPREV,OVERALL,OVR
213933,2018,PR,Puerto Rico,"HRSA, UDS",Oral Health,Oral health services at Federally Qualified Health Centers,%,Crude Prevalence,12.1,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,ORH,ORH3_0,CRDPREV,OVERALL,OVR
213975,2017,PR,Puerto Rico,YRBSS,Tobacco,Current smokeless tobacco use among youth,%,Crude Prevalence,2.2,,,1.5,3.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,TOB,TOB2_1,CRDPREV,RACE,HIS
214062,2016,PR,Puerto Rico,ACS 5-Year Estimates,Overarching Conditions,Gini Index of income inequality,,Number,0.55,,,0.54,0.55,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC9_0,NMBR,OVERALL,OVR
214103,2013,PR,Puerto Rico,National Immunization Survey,"Nutrition, Physical Activity, and Weight Status",Receiving formula supplementation within the first 2 days of life among breastfed infants,%,Crude Prevalence,30.2,,,24.1,37.0,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW16_0,CRDPREV,OVERALL,OVR
214144,2018,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,49.0,,,47.7,50.3,Gender,Female,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENF
214148,2012,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,45.7,,,44.2,47.1,Gender,Male,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENM
214202,2017,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Participation in daily school physical education classes among high school students,%,Crude Prevalence,0.2,,,0.0,0.5,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW12_1,CRDPREV,OVERALL,OVR
214321,2017,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among high school students,%,Crude Prevalence,71.6,,,66.9,75.9,Gender,Female,POINT (-66.590149 18.220833),72,NPAW,NPAW3_2,CRDPREV,GENDER,GENF
214366,2018,PR,Puerto Rico,USDA National Farmers' Market Directory,"Nutrition, Physical Activity, and Weight Status",Farmers markets that accept Supplemental Nutrition Assistance Program (SNAP) benefits,%,Percent,0.0,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW7_2,PRCT,OVERALL,OVR
214407,2017,PR,Puerto Rico,YRBSS,Alcohol,Binge drinking prevalence among youth,%,Crude Prevalence,7.5,,,5.6,10.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ALC,ALC2_1,CRDPREV,RACE,HIS
214450,2010,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,86.8,,,,,Gender,Female,POINT (-66.590149 18.220833),72,OVC,OVC2_1,CRDPREV,GENDER,GENF
214485,2017,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,%,Crude Prevalence,13.7,,,11.8,15.9,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW1_2,CRDPREV,GENDER,GENM
214577,2012,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,44.9,,,44.2,45.6,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,OVERALL,OVR
214600,2015,PR,Puerto Rico,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,64.3,,,,,Gender,Male,POINT (-66.590149 18.220833),72,OLD,OLD4_0,CRDPREV,GENDER,GENM
214676,2013,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,27.5,,,16.5,38.5,Race/Ethnicity,"White, non-Hispanic",POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,RACE,WHT
214686,2015,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines among high school students,%,Crude Prevalence,25.1,,,22.2,28.2,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW11_4,CRDPREV,GENDER,GENM
214734,2011,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,47.2,,,46.4,48.0,Gender,Female,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,GENDER,GENF
214742,2015,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,92.2,,,,,Gender,Female,POINT (-66.590149 18.220833),72,OVC,OVC2_1,CRDPREV,GENDER,GENF
214775,2013,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,%,Crude Prevalence,10.8,,,9.3,12.6,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW1_2,CRDPREV,OVERALL,OVR
214801,2011,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,43.8,,,42.9,44.7,Gender,Male,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,GENDER,GENM
214803,2014,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,47.9,,,47.1,48.7,Gender,Female,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,GENDER,GENF
214823,2018,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,46.3,,,44.8,47.8,Overall,Overall,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,OVERALL,OVR
214892,2017,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,87.9,,,,,Gender,Male,POINT (-66.590149 18.220833),72,OVC,OVC2_1,CRDPREV,GENDER,GENM
214919,2017,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among high school students,%,Crude Prevalence,22.9,,,19.1,27.3,Gender,Female,POINT (-66.590149 18.220833),72,NPAW,NPAW2_2,CRDPREV,GENDER,GENF
214961,2012,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,55.4,,,54.2,56.7,Gender,Female,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENF
214991,2013,PR,Puerto Rico,National Immunization Survey,"Nutrition, Physical Activity, and Weight Status",Infants breastfed at 6 months,%,Crude Prevalence,37.1,,,31.6,42.9,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW15_0,CRDPREV,OVERALL,OVR
215086,2016,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,49.7,,,48.5,50.8,Gender,Female,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENF
215114,2013,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among high school students,%,Crude Prevalence,67.2,,,64.9,69.4,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW3_2,CRDPREV,OVERALL,OVR
215120,2012,PR,Puerto Rico,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,73.2,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,OLD,OLD4_0,CRDPREV,OVERALL,OVR
215187,2013,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,45.5,,,44.8,46.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,RACE,HIS
215195,2013,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,45.4,,,44.7,46.1,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,OVERALL,OVR
215249,2012,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,37.9,,,30.9,44.9,Race/Ethnicity,"White, non-Hispanic",POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,RACE,WHT
215308,2017,PR,Puerto Rico,PRAMS,Tobacco,Cigarette smoking before pregnancy,%,Crude Prevalence,5.9,,,4.2,8.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,TOB,TOB1_4,CRDPREV,RACE,HIS
215363,2015,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,90.4,,,,,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC2_1,CRDPREV,OVERALL,OVR
215370,2017,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,44.4,,,43.4,45.4,Overall,Overall,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,OVERALL,OVR
215477,2015,PR,Puerto Rico,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,21.2,,,18.3,24.5,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC1_1,CRDPREV,OVERALL,OVR
215595,2017,PR,Puerto Rico,YRBSS,Alcohol,Binge drinking prevalence among youth,%,Crude Prevalence,8.3,,,6.2,11.0,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC2_1,CRDPREV,GENDER,GENF
215649,2014,PR,Puerto Rico,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,78.4,,,,,Gender,Female,POINT (-66.590149 18.220833),72,OLD,OLD4_0,CRDPREV,GENDER,GENF
215729,2011,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,51.7,,,50.7,52.7,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,RACE,HIS
215760,2017,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Participation in daily school physical education classes among high school students,%,Crude Prevalence,0.1,,,0.0,0.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW12_1,CRDPREV,RACE,HIS
215777,2015,PR,Puerto Rico,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,44.3,,,43.5,45.1,Gender,Male,POINT (-66.590149 18.220833),72,OVC,OVC3_1,CRDPREV,GENDER,GENM
